CLAIM NO,COMPLAINT,ROUTINE,EMPLOYER NAME,EMPLOYER CITY,ST,ZIP,gender,hispanic,asian,CLAIM AMT,CASE OPEN/RE-OPEN,CLAIM RECEIVED,Valid,Informal Resolution,Bankrupt,Invalid,Fringe Benefits,Independent Agent,Subcontractor,False Claim,Other,CLAIM INVAL OTHER DESCRIPTION,Claim Validity,Employer left State,Employer Cannot be Located,Complainant Cannot be Located,Complainant Dropped Claim,Paid Prior to Investigation,Business is Closed,Other_1,CLAIM UNDETERMINED OTHER DESCRIPTION,VERIFIED CLAIM AMT,CASE CLOSE/RECLOSE DATE,Employer Contested Valid Determination,1st Response Investigation,Formal Investigation,Request Settlement Conference,Request Informal Fact Finding,Request Formal Fact Finding,Wage Order,Informal Conference,Civil Action for Wages/Penalties,Other_2,OTHER DISPOSITION DESCRIPTION,CASE CLOSED for the REPRESENTATIVE,JUDGMENT,DISMISSED,NON-SUITED,JUDGMENT_1,DISMISSED_1,NON-SUITED_1,CIVCOURTDTE FOR WAGES/PENALTY,TOT AMT,WAGE AMT,INTEREST AMT,ATTY FEES,DATE FOR WAGES,WAGES APPEALED,WAGES APPEAL CIRCUIT COURT DATE,ASSESSED,AMT,ATTY FEES_1,ASSESSED DATE,TOTAL CMP AMT,CMP APPEALED,CMP APPEAL CIRCUIT COURT DATE,FINES & COURT COSTS,TOTAL WAGES,TOTAL INTEREST AMT,TOT WAGES & INTEREST,GARNISHED AMT,JUDGMENT WAGE AMT,JUDGEMENT PENALTY AMT,DOCKETED/SENT FOR COLLECTION DATE,ACTION TAKEN,COURT DATE,CONVICTED - DISPOSITION,DISMISSED - DISPOSITION,NOL Prossed,CONFINEMENT,SUSPENSION,BOTH - C&F,JUDGMENT_2,DISMISSED_2,NON-SUITED_2,JUDGMENT_3,DISMISSED_3,NON-SUITED_3
LLVA63196,X,NA,INSIGHT GLOBAL,ATLANTA,GA,30319,male,FALSE,FALSE,"$1,964.42",19-Oct-18,5-Oct-18,NA,NA,NA,X,NA,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$0.00,19-Oct-18,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,19-Oct-18,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA63197,X,NA,11-Jul,STEPHENS CITY,VA,22655,female,FALSE,FALSE,"$1,024.00",1-Nov-18,9-Oct-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,X,NA,NA,NA,$0.00,1-Nov-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA63198,X,NA,PARK & SHOP #8,FRANKLIN,VA,23851,female,FALSE,FALSE,$500.00,6-Dec-18,9-Oct-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,X,CLAIMANT IS UNABLE TO LOCATE ANY DOCUMENTATION.,$0.00,27-Dec-18,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,27-Dec-18,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA63199,X,NA,HARDY MART,HARDY,VA,24104,female,FALSE,FALSE,$267.00,1-Nov-18,9-Oct-18,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$280.00,12-Dec-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$280.00,$0.00,$280.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA63200,X,NA,LOVE THY NEIGHBOR LLC,CHESAPEAKE,VA,23321,female,FALSE,FALSE,$600.00,8-Nov-18,9-Oct-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,X,INSUFFICIENT DOC./LACK OF RESPONSE FROM CLAIMANT,$0.00,20-Dec-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA63201,X,NA,WETHERTON HOMES INC,CHESAPEAKE,VA,23320,male,FALSE,FALSE,$185.00,26-Nov-18,9-Oct-18,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$187.13,7-Dec-18,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,7-Dec-18,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$187.13,$0.00,$187.13,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA63202,X,NA,SCIENCE LANDSCAPE SCENERY MANAGEMENT,CHANTILLY,VA,20152,male,TRUE,FALSE,"$2,720.00",1-Nov-18,5-Oct-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$600.00,22-May-19,NA,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,17-Jan-19,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$600.00,$0.00,$600.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA63203,X,NA,RMS GRAVEL,DRYDEN,NY,13053,male,FALSE,FALSE,"$1,375.00",1-Nov-18,10-Oct-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,X,NA,NA,NA,$0.00,1-Nov-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA63204,X,NA,JIMMY JOHN'S,CHESAPEAKE,VA,23322,male,FALSE,FALSE,$165.00,5-Nov-18,10-Oct-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$170.00,11-Jan-19,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,11-Jan-19,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$170.00,$0.00,$170.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA63205,X,NA,SILVER LION TRADE SERVICES,STERLING,VA,20166,male,TRUE,FALSE,"$1,000.00",1-Nov-18,10-Oct-18,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$1,000.00",2-Jan-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,"$1,000.00",$0.00,"$1,000.00",$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA63206,X,NA,C AND C AUTOMOTIVE TRANSPORT,CONCORD,VA,24538,male,FALSE,FALSE,"$5,500.00",1-Nov-18,10-Oct-18,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$904.83,4-Dec-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$904.83,$0.00,$904.83,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA63207,X,NA,ALOHA SNACKS,VIRGINIA BEACH,VA,23261,male,FALSE,FALSE,"$1,560.00",6-Dec-18,10-Oct-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$33.02,7-Jan-19,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,7-Jan-19,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$33.02,$0.00,$33.02,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA63209,X,NA,FREEDOM SURF SHOP,VIRGINIA BEACH,VA,23451,female,FALSE,FALSE,$720.00,8-Nov-18,12-Oct-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,X,NA,NA,NA,$0.00,8-Nov-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA63211,X,NA,GEM PROPERTY MANAGEMENT,CHARLOTTE,NC,28217,female,FALSE,FALSE,$540.00,26-Nov-18,15-Oct-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$480.90,11-Mar-19,NA,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,11-Mar-19,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$480.90,$0.00,$480.90,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA63212,X,NA,JAMES RIVER PETROLEUM,ASHLAND,VA,23005,male,FALSE,FALSE,$453.00,8-Nov-18,15-Oct-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$453.00,14-Nov-18,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,14-Nov-18,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$453.00,$0.00,$453.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA63213,X,NA,PREMIER LANDSCAPE DESIGN,PORTSMOUTH,VA,23703,male,FALSE,FALSE,$695.25,16-Nov-18,3-Oct-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,X,NA,NA,$0.00,25-Feb-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA63214,X,NA,DR HINA ALI,RICHMOND,VA,23226,female,FALSE,FALSE,$483.00,19-Oct-18,15-Oct-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,X,INCOMPLETE CLAIM,$0.00,19-Oct-18,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,19-Oct-18,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA63215,X,NA,SCULPT MEDICAL SPA,VIRGINIA BEACH,VA,23455,male,FALSE,FALSE,"$1,130.50",19-Oct-18,15-Oct-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,X,WRITTEN AGREEMENT,$0.00,19-Oct-18,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,19-Oct-18,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA63216,X,NA,BIO NET ELECTRIC LLC,SANDSTON,VA,23150,NA,FALSE,FALSE,"$2,673.60",19-Oct-18,12-Oct-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,X,NO JURISDICTION,$0.00,19-Oct-18,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,19-Oct-18,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA63217,X,NA,RUSSELL BROTHERS RENOVATION,RICHMOND,VA,23225,female,FALSE,FALSE,$0.00,19-Oct-18,12-Oct-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,X,INCOMPLETE CLAIM,$0.00,19-Oct-18,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,19-Oct-18,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA63218,X,NA,WILSON'S LEATHER/AM RETAIL GROUP INC.,WILLIAMSBURG,VA,23188,female,FALSE,FALSE,"$58,380.00",2-Nov-18,28-Sep-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,X,LAWYER HIRED,$0.00,2-Nov-18,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,2-Nov-18,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA63219,X,NA,C.S HINES INCORPORATED,CHESAPEAKE,VA,23322,female,FALSE,FALSE,"$1,102.60",2-Nov-18,28-Sep-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,X,HIRED LAWYER,$0.00,2-Nov-18,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,2-Nov-18,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA63220,X,NA,NEWELL BRANDS,FOREST,VA,24551,female,FALSE,FALSE,$0.00,2-Nov-18,9-Oct-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,X,SELF-EMPLOYED,$0.00,2-Nov-18,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,2-Nov-18,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA63221,X,NA,MOBIL VAC,CHESAPEAKE,VA,23224,male,FALSE,FALSE,$37.07,5-Nov-18,9-Oct-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,X,WRITTEN EMPLOYMENT AGREEMENT,$0.00,5-Nov-18,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,5-Nov-18,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA63222,X,NA,A & R FOODS INC,SPRINGFIELD,VA,22150,female,FALSE,FALSE,"$16,732.71",2-Nov-18,10-Oct-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,X,"OVER $15,000 LIMIT",$0.00,2-Nov-18,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,2-Nov-18,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA63223,X,NA,JUST BY 5 BEHAVIORAL SERVICES,VIRGINIA BEACH,VA,23452,female,FALSE,FALSE,$450.00,2-Nov-18,11-Oct-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,X,WRITTEN EMPLOYMENT AGREEMENT,$0.00,2-Nov-18,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,2-Nov-18,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA63224,X,NA,PROSPERS PROPERTY/WN PROPERTY GROUP LLC,NORFOLK,VA,23504,male,FALSE,FALSE,$840.00,2-Nov-18,9-Oct-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,X,WRITTEN EMPLOYMENT AGREEMENT,$0.00,2-Nov-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA63225,X,NA,SUPER SPLASHER AQUATICS. LLC,STEPHENS CITY,VA,22655,female,TRUE,FALSE,"$1,200.00",2-Nov-18,12-Oct-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,X,WRITTEN EMPLOYMENT AGREEMENT,$0.00,2-Nov-18,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,2-Nov-18,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA63226,X,NA,C & T VENTERS,VIRGINIA BEACH,VA,23455,male,FALSE,FALSE,$480.00,2-Nov-18,10-Oct-18,NA,NA,NA,X,NA,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$0.00,2-Nov-18,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,2-Nov-18,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA63227,X,NA,COMMUNICATION AND EDUCATION SERVICES,CAPE CANAVERAL,FL,32920,female,FALSE,FALSE,"$2,981.23",2-Nov-18,9-Oct-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,X,WRITTEN EMPLOYMENT AGREEMENT,$0.00,2-Nov-18,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,2-Nov-18,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA63228,X,NA,CAMPING WORLD,FREDERICKSBURG,VA,22565,male,FALSE,FALSE,"$1,269.00",24-Oct-18,20-Sep-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,X,NA,NA,NA,$0.00,17-Dec-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA63229,X,NA,RELIABLE BUSINESS COMMUNICATIONS,VIRGINIA BEACH,VA,23454,male,FALSE,FALSE,$540.00,8-Nov-18,17-Oct-18,NA,NA,NA,X,NA,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$0.00,24-Jan-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA63231,X,NA,NEW AMERICAN KITCHEN AND BATH,STAFFORD,VA,22556,NA,FALSE,FALSE,$602.00,14-Nov-18,18-Oct-18,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$176.00,22-Feb-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$176.00,$0.00,$176.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA63232,X,NA,SMITHFIELD FRESH MEATS,SMITHFIELD,VA,23430,female,FALSE,FALSE,$342.42,14-Nov-18,18-Oct-18,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$342.42,25-Jan-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$342.42,$0.00,$342.42,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA63233,X,NA,LORD VINAYAK,CHESTER,VA,23831,female,FALSE,FALSE,$200.00,8-Nov-18,22-Oct-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,X,NA,NA,NA,NA,$0.00,8-Nov-18,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,8-Nov-18,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA63234,X,NA,ULTIMATE AIR,PARTLOW,VA,22553,male,FALSE,FALSE,$605.98,14-Nov-18,22-Oct-18,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$605.98,14-Dec-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$605.98,$0.00,$605.98,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA63235,X,NA,INNOVATIVE MANAGEMENT ALTERNATIVES,VIRGINIA BEACH,VA,23455,female,FALSE,FALSE,$585.00,8-Nov-18,22-Oct-18,NA,NA,NA,X,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$0.00,9-Nov-18,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,9-Nov-18,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
